"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"06079","1","49111","77","0","2024","4","",20,371,362,367,6681576,0,0,1402,"",0.70,0.77,0.77,0.79,1.02,0.00,0.00,1.31,"",0,0.0,18,5.1,9,2.5,11,3.1,149891,2.3,0,0.0,0,0.0,-17,-1.2
"06079","1","491110","78","0","2024","4","",20,371,362,367,6681576,0,0,1402,"",0.70,0.77,0.77,0.79,1.02,0.00,0.00,1.31,"",0,0.0,18,5.1,9,2.5,11,3.1,149891,2.3,0,0.0,0,0.0,-17,-1.2
"06079","1","62","74","0","2024","4","",1,35,33,33,1170963,0,0,2675,"",0.82,0.10,0.10,0.10,0.16,0.00,0.00,1.63,"",0,0.0,4,12.9,3,10.0,0,0.0,206912,21.5,0,0.0,0,0.0,308,13.0
"06079","1","622","75","0","2024","4","",1,35,33,33,1170963,0,0,2675,"",2.31,0.12,0.11,0.11,0.18,0.00,0.00,1.60,"",0,0.0,4,12.9,3,10.0,0,0.0,206912,21.5,0,0.0,0,0.0,308,13.0
"06079","1","6221","76","0","2024","4","",1,35,33,33,1170963,0,0,2675,"",2.34,0.12,0.11,0.12,0.18,0.00,0.00,1.60,"",0,0.0,4,12.9,3,10.0,0,0.0,206912,21.5,0,0.0,0,0.0,308,13.0
"06079","1","62211","77","0","2024","4","",1,35,33,33,1170963,0,0,2675,"",2.34,0.12,0.11,0.12,0.18,0.00,0.00,1.60,"",0,0.0,4,12.9,3,10.0,0,0.0,206912,21.5,0,0.0,0,0.0,308,13.0
"06079","1","622110","78","0","2024","4","",1,35,33,33,1170963,0,0,2675,"",2.34,0.12,0.11,0.12,0.18,0.00,0.00,1.60,"",0,0.0,4,12.9,3,10.0,0,0.0,206912,21.5,0,0.0,0,0.0,308,13.0
"06079","1","72","74","0","2024","4","",1,15,14,13,145564,0,0,800,"",2.76,2.24,2.12,2.04,2.65,0.00,0.00,1.24,"",0,0.0,1,7.1,0,0.0,-1,-7.1,11808,8.8,0,0.0,0,0.0,65,8.8
"06079","1","721","75","0","2024","4","",1,15,14,13,145564,0,0,800,"",5.27,3.78,3.58,3.43,3.99,0.00,0.00,1.11,"",0,0.0,1,7.1,0,0.0,-1,-7.1,11808,8.8,0,0.0,0,0.0,65,8.8
"06079","1","7213","76","0","2024","4","",1,15,14,13,145564,0,0,800,"",46.96,13.23,12.63,11.92,17.36,0.00,0.00,1.38,"",0,0.0,1,7.1,0,0.0,-1,-7.1,11808,8.8,0,0.0,0,0.0,65,8.8
"06079","1","72131","77","0","2024","4","",1,15,14,13,145564,0,0,800,"",46.96,13.23,12.63,11.92,17.36,0.00,0.00,1.38,"",0,0.0,1,7.1,0,0.0,-1,-7.1,11808,8.8,0,0.0,0,0.0,65,8.8
"06079","1","721310","78","0","2024","4","",1,15,14,13,145564,0,0,800,"",46.96,13.23,12.63,11.92,17.36,0.00,0.00,1.38,"",0,0.0,1,7.1,0,0.0,-1,-7.1,11808,8.8,0,0.0,0,0.0,65,8.8
"06079","1","92","74","0","2024","4","",14,192,196,193,4471629,0,0,1776,"",0.59,0.14,0.15,0.15,0.15,0.00,0.00,1.02,"",0,0.0,7,3.8,7,3.7,10,5.5,-87300,-1.9,0,0.0,0,0.0,-113,-6.0
"06079","1","921","75","0","2024","4","",1,6,6,6,140434,0,0,1800,"",0.58,0.04,0.05,0.05,0.05,0.00,0.00,1.12,"",0,0.0,0,0.0,0,0.0,0,0.0,10117,7.8,0,0.0,0,0.0,129,7.7
"06079","1","9211","76","0","2024","4","",1,6,6,6,140434,0,0,1800,"",0.58,0.04,0.05,0.05,0.05,0.00,0.00,1.12,"",0,0.0,0,0.0,0,0.0,0,0.0,10117,7.8,0,0.0,0,0.0,129,7.7
"06079","1","92119","77","0","2024","4","",1,6,6,6,140434,0,0,1800,"",0.86,0.22,0.23,0.23,0.23,0.00,0.00,1.00,"",0,0.0,0,0.0,0,0.0,0,0.0,10117,7.8,0,0.0,0,0.0,129,7.7
"06079","1","921190","78","0","2024","4","",1,6,6,6,140434,0,0,1800,"",0.86,0.22,0.23,0.23,0.23,0.00,0.00,1.00,"",0,0.0,0,0.0,0,0.0,0,0.0,10117,7.8,0,0.0,0,0.0,129,7.7
"06079","1","922","75","0","2024","4","",1,2,3,3,57509,0,0,1659,"",0.30,0.01,0.01,0.01,0.01,0.00,0.00,0.85,"",0,0.0,0,0.0,2,200.0,3,100.0,31674,122.6,0,0.0,0,0.0,-328,-16.5
"06079","1","9221","76","0","2024","4","",1,2,3,3,57509,0,0,1659,"",0.30,0.01,0.01,0.01,0.01,0.00,0.00,0.85,"",0,0.0,0,0.0,2,200.0,3,100.0,31674,122.6,0,0.0,0,0.0,-328,-16.5
"06079","1","92219","77","0","2024","4","",1,2,3,3,57509,0,0,1659,"",1.80,0.07,0.11,0.11,0.08,0.00,0.00,0.85,"",0,0.0,0,0.0,2,200.0,3,100.0,31674,122.6,0,0.0,0,0.0,-328,-16.5
"06079","1","922190","78","0","2024","4","",1,2,3,3,57509,0,0,1659,"",1.80,0.07,0.11,0.11,0.08,0.00,0.00,0.85,"",0,0.0,0,0.0,2,200.0,3,100.0,31674,122.6,0,0.0,0,0.0,-328,-16.5
"06079","1","923","75","0","2024","4","",1,19,19,19,467107,0,0,1891,"",0.38,0.10,0.10,0.10,0.10,0.00,0.00,1.06,"",0,0.0,1,5.6,1,5.6,1,5.6,57122,13.9,0,0.0,0,0.0,139,7.9
"06079","1","9231","76","0","2024","4","",1,19,19,19,467107,0,0,1891,"",0.38,0.10,0.10,0.10,0.10,0.00,0.00,1.06,"",0,0.0,1,5.6,1,5.6,1,5.6,57122,13.9,0,0.0,0,0.0,139,7.9
"06079","1","92313","77","0","2024","4","",1,19,19,19,467107,0,0,1891,"",0.73,0.35,0.36,0.37,0.39,0.00,0.00,1.09,"",0,0.0,1,5.6,1,5.6,1,5.6,57122,13.9,0,0.0,0,0.0,139,7.9
"06079","1","923130","78","0","2024","4","",1,19,19,19,467107,0,0,1891,"",0.73,0.35,0.36,0.37,0.39,0.00,0.00,1.09,"",0,0.0,1,5.6,1,5.6,1,5.6,57122,13.9,0,0.0,0,0.0,139,7.9
"06079","1","924","75","0","2024","4","",4,68,67,66,1903568,0,0,2185,"",0.81,0.80,0.82,0.83,1.07,0.00,0.00,1.31,"",0,0.0,-4,-5.6,-4,-5.6,-2,-2.9,-209668,-9.9,0,0.0,0,0.0,-126,-5.5
"06079","1","9241","76","0","2024","4","",4,68,67,66,1903568,0,0,2185,"",0.81,0.80,0.82,0.83,1.07,0.00,0.00,1.31,"",0,0.0,-4,-5.6,-4,-5.6,-2,-2.9,-209668,-9.9,0,0.0,0,0.0,-126,-5.5
"06079","1","92412","77","0","2024","4","",4,68,67,66,1903568,0,0,2185,"",0.87,0.98,1.01,1.03,1.43,0.00,0.00,1.42,"",0,0.0,-4,-5.6,-4,-5.6,-2,-2.9,-209668,-9.9,0,0.0,0,0.0,-126,-5.5
"06079","1","924120","78","0","2024","4","",4,68,67,66,1903568,0,0,2185,"",0.87,0.98,1.01,1.03,1.43,0.00,0.00,1.42,"",0,0.0,-4,-5.6,-4,-5.6,-2,-2.9,-209668,-9.9,0,0.0,0,0.0,-126,-5.5
"06079","1","926","75","0","2024","4","",5,67,71,69,1376229,0,0,1534,"",0.59,0.32,0.34,0.34,0.26,0.00,0.00,0.79,"",0,0.0,3,4.7,2,2.9,2,3.0,58757,4.5,0,0.0,0,0.0,14,0.9
"06079","1","9261","76","0","2024","4","",5,67,71,69,1376229,0,0,1534,"",0.59,0.32,0.34,0.34,0.26,0.00,0.00,0.79,"",0,0.0,3,4.7,2,2.9,2,3.0,58757,4.5,0,0.0,0,0.0,14,0.9
"06079","1","92611","77","0","2024","4","",1,7,9,9,182559,0,0,1685,"",0.30,0.18,0.23,0.24,0.19,0.00,0.00,0.88,"",0,0.0,0,0.0,2,28.6,1,12.5,-1327,-0.7,0,0.0,0,0.0,-244,-12.6
"06079","1","926110","78","0","2024","4","",1,7,9,9,182559,0,0,1685,"",0.30,0.18,0.23,0.24,0.19,0.00,0.00,0.88,"",0,0.0,0,0.0,2,28.6,1,12.5,-1327,-0.7,0,0.0,0,0.0,-244,-12.6
"06079","1","92612","77","0","2024","4","",1,38,40,42,704003,0,0,1354,"",1.05,0.42,0.45,0.48,0.33,0.00,0.00,0.75,"",0,0.0,-4,-9.5,-2,-4.8,1,2.4,13386,1.9,0,0.0,0,0.0,79,6.2
"06079","1","926120","78","0","2024","4","",1,38,40,42,704003,0,0,1354,"",1.05,0.42,0.45,0.48,0.33,0.00,0.00,0.75,"",0,0.0,-4,-9.5,-2,-4.8,1,2.4,13386,1.9,0,0.0,0,0.0,79,6.2
"06079","1","92613","77","0","2024","4","",1,4,4,4,199026,0,0,3827,"",4.38,0.35,0.35,0.36,0.41,0.00,0.00,1.17,"",0,0.0,1,33.3,1,33.3,1,33.3,91037,84.3,0,0.0,0,0.0,1058,38.2
"06079","1","926130","78","0","2024","4","",1,4,4,4,199026,0,0,3827,"",4.38,0.35,0.35,0.36,0.41,0.00,0.00,1.17,"",0,0.0,1,33.3,1,33.3,1,33.3,91037,84.3,0,0.0,0,0.0,1058,38.2
"06079","1","92614","77","0","2024","4","",2,18,18,14,290641,0,0,1341,"",0.66,0.46,0.47,0.35,0.39,0.00,0.00,0.92,"",0,0.0,6,50.0,1,5.9,-1,-6.7,-44339,-13.2,0,0.0,0,0.0,-416,-23.7
"06079","1","926140","78","0","2024","4","",2,18,18,14,290641,0,0,1341,"",0.66,0.46,0.47,0.35,0.39,0.00,0.00,0.92,"",0,0.0,6,50.0,1,5.9,-1,-6.7,-44339,-13.2,0,0.0,0,0.0,-416,-23.7
"06079","1","928","75","0","2024","4","",2,30,30,30,526782,0,0,1351,"",0.82,0.06,0.06,0.06,0.05,0.00,0.00,0.86,"",0,0.0,7,30.4,6,25.0,6,25.0,-35302,-6.3,0,0.0,0,0.0,-476,-26.1
"06079","1","9281","76","0","2024","4","",2,30,30,30,526782,0,0,1351,"",0.82,0.06,0.06,0.06,0.05,0.00,0.00,0.86,"",0,0.0,7,30.4,6,25.0,6,25.0,-35302,-6.3,0,0.0,0,0.0,-476,-26.1
"06079","1","92811","77","0","2024","4","",2,30,30,30,526782,0,0,1351,"",1.07,0.07,0.07,0.07,0.06,0.00,0.00,0.88,"",0,0.0,7,30.4,6,25.0,6,25.0,-35302,-6.3,0,0.0,0,0.0,-476,-26.1
"06079","1","928110","78","0","2024","4","",2,30,30,30,526782,0,0,1351,"",1.07,0.07,0.07,0.07,0.06,0.00,0.00,0.88,"",0,0.0,7,30.4,6,25.0,6,25.0,-35302,-6.3,0,0.0,0,0.0,-476,-26.1
"06079","2","10","71","0","2024","4","",294,9533,9637,9624,205432398,0,0,1646,"",4.19,2.44,2.51,2.58,3.15,0.00,0.00,1.25,"",-4,-1.3,247,2.7,317,3.4,408,4.4,20771879,11.2,0,0.0,0,0.0,114,7.4
"06079","2","102","72","0","2024","4","",294,9533,9637,9624,205432398,0,0,1646,"",4.31,2.48,2.55,2.62,3.20,0.00,0.00,1.25,"",-4,-1.3,247,2.7,317,3.4,408,4.4,20771879,11.2,0,0.0,0,0.0,114,7.4
"06079","2","1025","73","0","2024","4","",200,5958,6016,5986,125991241,0,0,1619,"",13.56,2.67,2.74,2.81,3.40,0.00,0.00,1.24,"",0,0.0,312,5.5,341,6.0,502,9.2,16543107,15.1,0,0.0,0,0.0,116,7.7
"06079","2","1028","73","0","2024","4","",94,3575,3621,3638,79441157,0,0,1692,"",1.89,2.38,2.46,2.53,3.12,0.00,0.00,1.27,"",-4,-4.1,-65,-1.8,-24,-0.7,-94,-2.5,4228772,5.6,0,0.0,0,0.0,117,7.4
"06079","2","61","74","0","2024","4","",107,4005,4057,3930,87808382,0,0,1690,"",13.36,2.40,2.47,2.47,3.24,0.00,0.00,1.33,"",0,0.0,330,9.0,354,9.6,384,10.8,14639283,20.0,0,0.0,0,0.0,144,9.3
"06079","2","611","75","0","2024","4","",107,4005,4057,3930,87808382,0,0,1690,"",13.36,2.40,2.47,2.47,3.24,0.00,0.00,1.33,"",0,0.0,330,9.0,354,9.6,384,10.8,14639283,20.0,0,0.0,0,0.0,144,9.3
"06079","2","6113","76","0","2024","4","",107,4005,4057,3930,87808382,0,0,1690,"",18.14,2.80,2.88,2.88,3.59,0.00,0.00,1.26,"",0,0.0,330,9.0,354,9.6,384,10.8,14639283,20.0,0,0.0,0,0.0,144,9.3
"06079","2","61131","77","0","2024","4","",107,4005,4057,3930,87808382,0,0,1690,"",18.14,2.80,2.88,2.88,3.59,0.00,0.00,1.26,"",0,0.0,330,9.0,354,9.6,384,10.8,14639283,20.0,0,0.0,0,0.0,144,9.3
"06079","2","611310","78","0","2024","4","",107,4005,4057,3930,87808382,0,0,1690,"",18.14,2.80,2.88,2.88,3.59,0.00,0.00,1.26,"",0,0.0,330,9.0,354,9.6,384,10.8,14639283,20.0,0,0.0,0,0.0,144,9.3
"06079","2","62","74","0","2024","4","",93,1953,1959,2056,38182859,0,0,1476,"",13.80,3.50,3.56,3.83,3.83,0.00,0.00,1.06,"",0,0.0,-18,-0.9,-13,-0.7,118,6.1,1903824,5.2,0,0.0,0,0.0,52,3.7
"06079","2","622","75","0","2024","4","",86,1924,1931,2028,37501025,0,0,1471,"",65.19,5.34,5.45,5.85,5.30,0.00,0.00,0.96,"",1,1.2,-20,-1.0,-15,-0.8,116,6.1,1877508,5.3,0,0.0,0,0.0,54,3.8
"06079","2","6222","76","0","2024","4","",86,1924,1931,2028,37501025,0,0,1471,"",91.13,21.76,22.15,23.80,23.78,0.00,0.00,1.05,"",1,1.2,-20,-1.0,-15,-0.8,116,6.1,1877508,5.3,0,0.0,0,0.0,54,3.8
"06079","2","62221","77","0","2024","4","",86,1924,1931,2028,37501025,0,0,1471,"",91.13,21.76,22.15,23.80,23.78,0.00,0.00,1.05,"",1,1.2,-20,-1.0,-15,-0.8,116,6.1,1877508,5.3,0,0.0,0,0.0,54,3.8
"06079","2","622210","78","0","2024","4","",86,1924,1931,2028,37501025,0,0,1471,"",91.13,21.76,22.15,23.80,23.78,0.00,0.00,1.05,"",1,1.2,-20,-1.0,-15,-0.8,116,6.1,1877508,5.3,0,0.0,0,0.0,54,3.8
"06079","2","624","75","0","2024","4","",7,29,28,28,681834,0,0,1851,"",2.82,0.37,0.36,0.37,0.66,0.00,0.00,1.78,"",-1,-12.5,2,7.4,2,7.7,2,7.7,26316,4.0,0,0.0,0,0.0,-64,-3.3
"06079","2","6243","76","0","2024","4","",7,29,28,28,681834,0,0,1851,"",11.16,2.98,2.93,3.02,5.39,0.00,0.00,1.81,"",-1,-12.5,2,7.4,2,7.7,2,7.7,26316,4.0,0,0.0,0,0.0,-64,-3.3
"06079","2","62431","77","0","2024","4","",7,29,28,28,681834,0,0,1851,"",11.16,2.98,2.93,3.02,5.39,0.00,0.00,1.81,"",-1,-12.5,2,7.4,2,7.7,2,7.7,26316,4.0,0,0.0,0,0.0,-64,-3.3
"06079","2","624310","78","0","2024","4","",7,29,28,28,681834,0,0,1851,"",11.16,2.98,2.93,3.02,5.39,0.00,0.00,1.81,"",-1,-12.5,2,7.4,2,7.7,2,7.7,26316,4.0,0,0.0,0,0.0,-64,-3.3
"06079","2","92","74","0","2024","4","",94,3575,3621,3638,79441157,0,0,1692,"",1.89,2.38,2.46,2.53,3.12,0.00,0.00,1.27,"",-4,-4.1,-65,-1.8,-24,-0.7,-94,-2.5,4228772,5.6,0,0.0,0,0.0,117,7.4
"06079","2","921","75","0","2024","4","",1,21,22,22,575165,0,0,2042,"",0.16,0.11,0.12,0.12,0.16,0.00,0.00,1.41,"",0,0.0,-1,-4.5,0,0.0,0,0.0,-5588,-1.0,0,0.0,0,0.0,11,0.5
"06079","2","9211","76","0","2024","4","",1,21,22,22,575165,0,0,2042,"",0.16,0.11,0.12,0.12,0.16,0.00,0.00,1.41,"",0,0.0,-1,-4.5,0,0.0,0,0.0,-5588,-1.0,0,0.0,0,0.0,11,0.5
"06079","2","92119","77","0","2024","4","",1,21,22,22,575165,0,0,2042,"",0.36,0.28,0.29,0.30,0.39,0.00,0.00,1.35,"",0,0.0,-1,-4.5,0,0.0,0,0.0,-5588,-1.0,0,0.0,0,0.0,11,0.5
"06079","2","921190","78","0","2024","4","",1,21,22,22,575165,0,0,2042,"",0.36,0.28,0.29,0.30,0.39,0.00,0.00,1.35,"",0,0.0,-1,-4.5,0,0.0,0,0.0,-5588,-1.0,0,0.0,0,0.0,11,0.5
"06079","2","922","75","0","2024","4","",46,1641,1672,1657,34655329,0,0,1609,"",3.27,2.97,3.07,3.13,3.57,0.00,0.00,1.17,"",-2,-4.2,-122,-6.9,-105,-5.9,-170,-9.3,-1332416,-3.7,0,0.0,0,0.0,62,4.0
"06079","2","9221","76","0","2024","4","",46,1641,1672,1657,34655329,0,0,1609,"",3.27,2.97,3.07,3.13,3.57,0.00,0.00,1.17,"",-2,-4.2,-122,-6.9,-105,-5.9,-170,-9.3,-1332416,-3.7,0,0.0,0,0.0,62,4.0
"06079","2","92212","77","0","2024","4","",6,188,187,189,5050032,0,0,2066,"",2.37,2.22,2.24,2.32,2.76,0.00,0.00,1.22,"",0,0.0,7,3.9,8,4.5,-69,-26.7,-394034,-7.2,0,0.0,0,0.0,33,1.6
"06079","2","922120","78","0","2024","4","",6,188,187,189,5050032,0,0,2066,"",2.37,2.22,2.24,2.32,2.76,0.00,0.00,1.22,"",0,0.0,7,3.9,8,4.5,-69,-26.7,-394034,-7.2,0,0.0,0,0.0,33,1.6
"06079","2","92214","77","0","2024","4","",37,1404,1437,1419,28090508,0,0,1522,"",9.37,4.82,5.00,5.09,5.95,0.00,0.00,1.20,"",-2,-5.1,-114,-7.5,-95,-6.2,-85,-5.7,-577429,-2.0,0,0.0,0,0.0,69,4.7
"06079","2","922140","78","0","2024","4","",37,1404,1437,1419,28090508,0,0,1522,"",9.37,4.82,5.00,5.09,5.95,0.00,0.00,1.20,"",-2,-5.1,-114,-7.5,-95,-6.2,-85,-5.7,-577429,-2.0,0,0.0,0,0.0,69,4.7
"06079","2","92215","77","0","2024","4","",1,9,9,9,236200,0,0,2019,"",1.09,0.54,0.56,0.57,0.95,0.00,0.00,1.70,"",0,0.0,-14,-60.9,-15,-62.5,-15,-62.5,-443096,-65.2,0,0.0,0,0.0,-189,-8.6
"06079","2","922150","78","0","2024","4","",1,9,9,9,236200,0,0,2019,"",1.09,0.54,0.56,0.57,0.95,0.00,0.00,1.70,"",0,0.0,-14,-60.9,-15,-62.5,-15,-62.5,-443096,-65.2,0,0.0,0,0.0,-189,-8.6
"06079","2","92219","77","0","2024","4","",2,40,39,40,1278589,0,0,2479,"",3.10,1.71,1.66,1.78,2.70,0.00,0.00,1.57,"",0,0.0,-1,-2.4,-3,-7.1,-1,-2.4,82143,6.9,0,0.0,0,0.0,252,11.3
"06079","2","922190","78","0","2024","4","",2,40,39,40,1278589,0,0,2479,"",3.10,1.71,1.66,1.78,2.70,0.00,0.00,1.57,"",0,0.0,-1,-2.4,-3,-7.1,-1,-2.4,82143,6.9,0,0.0,0,0.0,252,11.3
"06079","2","924","75","0","2024","4","",22,811,809,815,15376161,0,0,1457,"",3.22,6.31,6.63,6.95,7.70,0.00,0.00,1.16,"",1,4.8,-7,-0.9,11,1.4,-11,-1.3,2733903,21.6,0,0.0,0,0.0,262,21.9
"06079","2","9241","76","0","2024","4","",22,811,809,815,15376161,0,0,1457,"",3.22,6.31,6.63,6.95,7.70,0.00,0.00,1.16,"",1,4.8,-7,-0.9,11,1.4,-11,-1.3,2733903,21.6,0,0.0,0,0.0,262,21.9
"06079","2","92412","77","0","2024","4","",22,811,809,815,15376161,0,0,1457,"",4.01,8.78,9.31,9.79,11.82,0.00,0.00,1.27,"",1,4.8,-7,-0.9,11,1.4,-11,-1.3,2733903,21.6,0,0.0,0,0.0,262,21.9
"06079","2","924120","78","0","2024","4","",22,811,809,815,15376161,0,0,1457,"",4.01,8.78,9.31,9.79,11.82,0.00,0.00,1.27,"",1,4.8,-7,-0.9,11,1.4,-11,-1.3,2733903,21.6,0,0.0,0,0.0,262,21.9
"06079","2","926","75","0","2024","4","",25,1102,1118,1144,28834502,0,0,1978,"",2.34,4.38,4.51,4.72,6.83,0.00,0.00,1.51,"",-3,-10.7,65,6.3,70,6.7,87,8.2,2832873,10.9,0,0.0,0,0.0,68,3.6
"06079","2","9261","76","0","2024","4","",25,1102,1118,1144,28834502,0,0,1978,"",2.34,4.38,4.51,4.72,6.83,0.00,0.00,1.51,"",-3,-10.7,65,6.3,70,6.7,87,8.2,2832873,10.9,0,0.0,0,0.0,68,3.6
"06079","2","92612","77","0","2024","4","",23,1093,1109,1136,28546441,0,0,1974,"",5.91,7.47,7.67,8.00,11.16,0.00,0.00,1.45,"",-3,-11.5,62,6.0,68,6.5,85,8.1,2792502,10.8,0,0.0,0,0.0,71,3.7
"06079","2","926120","78","0","2024","4","",23,1093,1109,1136,28546441,0,0,1974,"",5.91,7.47,7.67,8.00,11.16,0.00,0.00,1.45,"",-3,-11.5,62,6.0,68,6.5,85,8.1,2792502,10.8,0,0.0,0,0.0,71,3.7
"06079","2","92615","77","0","2024","4","",2,9,9,8,288061,0,0,2557,"",0.77,0.20,0.21,0.19,0.40,0.00,0.00,1.98,"",0,0.0,3,50.0,2,28.6,2,33.3,40371,16.3,0,0.0,0,0.0,-451,-15.0
"06079","2","926150","78","0","2024","4","",2,9,9,8,288061,0,0,2557,"",0.77,0.20,0.21,0.19,0.40,0.00,0.00,1.98,"",0,0.0,3,50.0,2,28.6,2,33.3,40371,16.3,0,0.0,0,0.0,-451,-15.0
"06079","3","10","71","0","2024","4","",207,11798,11985,10278,208832075,105911,2641,1415,"",1.24,0.99,1.02,0.90,1.30,0.06,0.19,1.34,"",-4,-1.9,322,2.8,425,3.7,335,3.4,14846502,7.7,1695,1.6,-126,-4.6,58,4.3
"06079","3","101","72","0","2024","4","",1,5,5,5,50082,4246,263,770,"",0.24,0.06,0.06,0.06,0.04,0.36,1.69,0.71,"",0,0.0,-1,-16.7,-1,-16.7,-1,-16.7,-9377,-15.8,-7418,-63.6,-460,-63.6,8,1.0
"06079","3","1012","73","0","2024","4","",1,5,5,5,50082,4246,263,770,"",0.24,0.06,0.06,0.06,0.04,0.40,2.03,0.72,"",0,0.0,-1,-16.7,-1,-16.7,-1,-16.7,-9377,-15.8,-7418,-63.6,-460,-63.6,8,1.0
"06079","3","102","72","0","2024","4","",206,11793,11980,10273,208781993,101665,2378,1415,"",1.27,0.99,1.02,0.91,1.31,0.06,0.18,1.34,"",-4,-1.9,323,2.8,426,3.7,336,3.4,14855879,7.7,9113,9.8,334,16.3,57,4.2
"06079","3","1021","73","0","2024","4","",11,309,306,264,6264171,54838,870,1645,"",0.94,0.67,0.67,0.59,0.76,0.88,1.37,1.18,"",-1,-8.3,-94,-23.3,-108,-26.1,-104,-28.3,7358,0.1,15851,40.7,269,44.8,427,35.1
"06079","3","1022","73","0","2024","4","",3,76,77,78,1312813,0,0,1312,"",0.60,0.76,0.78,0.81,1.46,0.00,0.00,1.87,"",0,0.0,-3,-3.8,-3,-3.8,1,1.3,21964,1.7,0,0.0,0,0.0,50,4.0
